name,description,url
voipong,"A utility which detects all Voice Over IP calls on a pipeline, and for those which are G711 encoded, dumps actual conversation to separate wave files.",http://www.enderunix.org/voipong/
volafox,Mac OS X Memory Analysis Toolkit.,https://github.com/n0fate/volafox
volana,Shell command obfuscation to avoid detection systems.,https://github.com/ariary/volana
volatility-extra,Volatility plugins developed and maintained by the community.,https://github.com/volatilityfoundation/community
voltron,"UI for GDB, LLDB and Vivisect's VDB.",https://github.com/snare/voltron
vpnpivot,Explore the network using this tool.,https://github.com/0x36/VPNPivot
vsaudit,VOIP Security Audit Framework.,https://github.com/sanvil/vsaudit
vscan,HTTPS / Vulnerability scanner.,https://github.com/pasjtene/Vscan
vstt,"VSTT is a multi-protocol tunneling tool. It accepts input by TCP stream sockets and FIFOs, and can send data via TCP, POP3, and ICMP tunneling.",http://www.wendzel.de/dr.org/files/Projects/vstt/
vsvbp,Black box tool for Vulnerability detection in web applications.,https://github.com/varunjammula/VSVBP
vt-cli,VirusTotal Command Line Interface.,https://github.com/VirusTotal/vt-cli
vulmap,Vulmap Online Local Vulnerability Scanners Project,https://github.com/vulmon/Vulmap
vulnerabilities-spider,A tool to scan for web vulnerabilities.,https://github.com/muhammad-bouabid/Vulnerabilities-spider
vulnx,Cms and vulnerabilites detector & An intelligent bot auto shell injector.,https://github.com/anouarbensaad/vulnx
vuls,"Vulnerability scanner for Linux/FreeBSD, agentless, written in Go.",https://github.com/future-architect/vuls
w13scan,Passive Security Scanner.,https://github.com/boy-hack/w13scan
w3af,Web Application Attack and Audit Framework.,https://github.com/andresriancho/w3af/releases
wafninja,A tool which contains two functions to attack Web Application Firewalls.,https://github.com/khalilbijjou/WAFNinja
wafp,An easy to use Web Application Finger Printing tool written in ruby using sqlite3 databases for storing the fingerprints.,http://packetstormsecurity.com/files/84468/Web-Application-Finger-Printer.01-26c3.html
wafpass,"Analysing parameters with all payloads' bypass methods, aiming at benchmarking security solutions like WAF.",https://github.com/wafpassproject/wafpass
wafw00f,Identify and fingerprint Web Application Firewall (WAF) products protecting a website.,https://github.com/EnableSecurity/wafw00f
waidps,"Wireless Auditing, Intrusion Detection & Prevention System.",https://github.com/SYWorks/waidps
waldo,A lightweight and multithreaded directory and subdomain bruteforcer implemented in Python.,https://github.com/red-team-labs/waldo
wapiti,A vulnerability scanner for web applications.,https://github.com/wapiti-scanner/wapiti
wascan,Web Application Scanner.,https://github.com/m4ll0k/WAScan
waybackpack,Download the entire Wayback Machine archive for a given URL.,https://github.com/jsvine/waybackpack
waybackurls,Fetch all the URLs that the Wayback Machine knows about for a domain.,https://github.com/tomnomnom/waybackurls
waymore,"Find way more from the Wayback Machine, Common Crawl, Alien Vault OTX, URLScan & VirusTotal.",https://github.com/xnl-h4ck3r/waymore
wcc,The Witchcraft Compiler Collection.,https://github.com/endrazine/wcc
wce,"A security tool to list logon sessions and add, change, list and delete associated credentials (ex.: LM/NT hashes, plaintext passwords and Kerberos tickets).",http://www.hoobie.net/wce/
wcvs,Web Cache Vulnerability Scanner is a Go-based CLI tool for testing for web cache poisoning.,https://github.com/Hackmanit/Web-Cache-Vulnerability-Scanner
web-soul,A plugin based scanner for attacking and data mining web sites written in Perl.,http://packetstormsecurity.com/files/122064/Web-Soul-Scanner.html
web2ldap,Full-featured LDAP client running as web application.,https://web2ldap.de/
webacoo,Web Backdoor Cookie Script-Kit.,https://bechtsoudis.com/webacoo/
webanalyze,Port of Wappalyzer (uncovers technologies used on websites) in go to automate scanning.,https://github.com/rverton/webanalyze
webborer,A directory-enumeration tool written in Go.,https://github.com/Matir/webborer
webenum,Tool to enumerate http responses using dynamically generated queries and more.,https://github.com/sarthakpandit/webenum
webexploitationtool,A cross platform web exploitation toolkit.,https://github.com/AutoSecTools/WebExploitationTool
webfixy,On-the-fly decryption proxy for MikroTik RouterOS WebFig sessions.,https://github.com/takeshixx/webfixy
webhandler,A handler for PHP system functions & also an alternative 'netcat' handler.,https://github.com/lnxg33k/webhandler
webhunter,Tool for scanning web applications and networks and easily completing the process of collecting knowledge.,https://github.com/peedcorp/WebHunter
webkiller,Tool Information Gathering Write By Python.,https://github.com/ultrasecurity/webkiller
webpwn3r,A python based Web Applications Security Scanner.,https://github.com/zigoo0/webpwn3r
webrute,Web server directory brute forcer.,https://github.com/BlackArch/webrute
webscarab,Framework for analysing applications that communicate using the HTTP and HTTPS protocols,http://www.owasp.org/index.php/Category:OWASP_WebScarab_Project
websearch,Search vhost names given a host range. Powered by Bing..,https://github.com/PentesterES/WebSearch
webshag,"A multi-threaded, multi-platform web server audit tool.",http://www.scrt.ch/en/attack/downloads/webshag
webshells,Web Backdoors.,https://github.com/BlackArch/webshells
webslayer,A tool designed for brute forcing Web Applications.,https://code.google.com/p/webslayer/
websockify,WebSocket to TCP proxy/bridge.,http://github.com/kanaka/websockify
webspa,"A web knocking tool, sending a single HTTP/S to run O/S commands.",http://sourceforge.net/projects/webspa/
websploit,"An Open Source Project For, Social Engineering Works, Scan, Crawler & Analysis Web, Automatic Exploiter, Support Network Attacks",https://github.com/f4rih/websploit
webtech,Identify technologies used on websites.,https://pypi.org/project/webtech/#files
webxploiter,An OWASP Top 10 Security scanner.,https://github.com/xionsec/WebXploiter
weebdns,DNS Enumeration with Asynchronicity.,https://github.com/WeebSec/weebdns
weeman,HTTP Server for phishing in python.,https://github.com/Hypsurus/weeman
weevely,Weaponized web shell.,http://epinna.github.io/Weevely/
weirdaal,AWS Attack Library.,https://github.com/carnal0wnage/weirdAAL
wepbuster,script for automating aircrack-ng,http://code.google.com/p/wepbuster/
wesng,Windows Exploit Suggester - Next Generation.,https://github.com/bitsadmin/wesng
wfuzz,Utility to bruteforce web applications to find their not linked resources.,https://github.com/xmendez/wfuzz
whapa,WhatsApp Parser Tool.,https://github.com/B16f00t/whapa
whatbreach,OSINT tool to find breached emails and databases.,https://github.com/ekultek/whatbreach
whatportis,A command to search port names and numbers.,https://github.com/ncrocfer/whatportis
whatsmyname,Tool to perform user and username enumeration on various websites.,https://github.com/WebBreacher/WhatsMyName
whatwaf,Detect and bypass web application firewalls and protection systems.,https://github.com/Ekultek/WhatWaf
whatweb,Next generation web scanner that identifies what websites are running.,http://www.morningstarsecurity.com/research/whatweb
whichcdn,Tool to detect if a given website is protected by a Content Delivery Network.,https://github.com/Nitr4x/whichCDN
whispers,Identify hardcoded secrets in static structured text.,https://github.com/adeptex/whispers/
whitewidow,SQL Vulnerability Scanner.,https://github.com/Ekultek/whitewidow
whoxyrm,A reverse whois tool based on Whoxy API.,https://github.com/MilindPurswani/whoxyrm
wi-feye,"An automated wireless penetration testing tool written in python, its designed to simplify common attacks that can be performed on wifi networks so that they can be executed quickly and easily.",http://wi-feye.za1d.com/download.php
wifi-autopwner,Script to automate searching and auditing Wi-Fi networks with weak security.,https://github.com/Mi-Al/WiFi-autopwner
wifi-honey,A management tool for wifi honeypots.,http://www.digininja.org/projects/wifi_honey.php
wifi-monitor,Prints the IPs on your local network that're sending the most packets.,https://github.com/DanMcInerney/wifi-monitor
wifi-pumpkin,Framework for Rogue Wi-Fi Access Point Attack.,https://github.com/P0cL4bs/wifipumpkin3
wifibroot,"A WiFi Pentest Cracking tool for WPA/WPA2 (Handshake, PMKID, Cracking, EAPOL, Deauthentication).",https://github.com/hash3liZer/WiFiBroot
wifichannelmonitor,"A utility for Windows that captures wifi traffic on the channel you choose, using Microsoft Network Monitor capture driver.",https://www.nirsoft.net/utils/wifi_channel_monitor.html
wificurse,WiFi jamming tool.,https://github.com/oblique/wificurse
wifijammer,A python script to continuously jam all wifi clients within range.,https://github.com/DanMcInerney/wifijammer
wifiphisher,Fast automated phishing attacks against WPA networks.,https://github.com/wifiphisher/wifiphisher
wifiscanmap,Another wifi mapping tool.,https://github.com/mehdilauters/wifiScanMap
wifitap,WiFi injection tool through tun/tap device.,https://github.com/GDSSecurity/wifitap
wig,WebApp Information Gatherer.,https://github.com/jekyc/wig
wikigen,A script to generate wordlists out of wikipedia pages.,https://github.com/zombiesam/wikigen
wildpwn,Unix wildcard attacks.,https://github.com/localh0t/wildpwn
windapsearch,"Script to enumerate users, groups and computers from a Windows domain through LDAP queries.",https://github.com/ropnop/windapsearch
windivert,A user-mode packet capture-and-divert package for Windows.,https://github.com/basil00/Divert
windows-binaries,A colleciton of pentesting Windows binaries.,https://github.com/BlackArch/windows-binaries
windows-exploit-suggester,This tool compares a targets patch levels against the Microsoft vulnerability database in order to detect potential missing patches on the target.,https://github.com/GDSSecurity/Windows-Exploit-Suggester
windows-prefetch-parser,Parse Windows Prefetch files.,https://github.com/PoorBillionaire/Windows-Prefetch-Parser
windows-privesc-check,Standalone Executable to Check for Simple Privilege Escalation Vectors on Windows Systems.,https://github.com/pentestmonkey/windows-privesc-check
windowsspyblocker,Block spying and tracking on Windows.,https://github.com/crazy-max/WindowsSpyBlocker/
winexe,Remotely execute commands on Windows NT/2000/XP/2003 systems.,http://sourceforge.net/projects/winexe/
winfo,"Uses null sessions to remotely try to retrieve lists of and information about user accounts, workstation/interdomain/server trust accounts, shares (also hidden), sessions, logged in users, and password/lockout policy, from Windows NT/2000/XP.",https://vidstromlabs.com/freetools/winfo/
winhex,Hex Editor and Disk Editor.,https://www.x-ways.net/winhex/
winpwn,Automation for internal Windows Penetrationtest / AD-Security.,https://github.com/S3cur3Th1sSh1t/WinPwn
winregfs,Windows Registry FUSE filesystem.,https://github.com/jbruchon/winregfs
winrelay,A TCP/UDP forwarder/redirector that works with both IPv4 and IPv6.,http://ntsecurity.nu/toolbox/winrelay/
wireless-ids,Ability to detect suspicious activity such as (WEP/WPA/WPS) attack by sniffing the air for wireless packets.,https://github.com/SYWorks/wireless-ids
wirouter-keyrec,A platform independent software to recover the default WPA passphrases of the supported router models,http://www.salvatorefresta.net/tools/
